time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-09-13T04:04:35.357Z,51.6652,-178.4947,10.4,3.5,ml,,,,0.36,ak,ak16822080,2017-09-22T17:17:33.968Z,"34km SW of Tanaga Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-09-18T15:25:18.594Z,51.7093,-177.7225,41.5,3.5,ml,,,,0.72,ak,ak16849177,2017-09-26T17:23:14.633Z,"34km SE of Tanaga Volcano, Alaska",earthquake,,2.5,,,reviewed,ak,ak
2017-09-19T15:27:13.670Z,42.6135,-111.4429,8.34,3.5,ml,,37,0.028,0.4,us,us2000aqs7,2017-09-21T17:02:23.040Z,"14km ESE of Soda Springs, Idaho",earthquake,1.5,7.3,0.044,68,reviewed,us,us
2017-09-22T07:51:34.779Z,54.8173,-159.9518,3.3,3.5,ml,,,,0.88,ak,ak16876658,2017-09-28T17:35:07.636Z,"25km W of Chernabura Island, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-09-23T08:29:17.560Z,41.3116,129.0524,5,3.5,ml,,160,3.328,0.93,us,us2000ati7,2017-09-23T17:13:10.944Z,"22km ENE of Sungjibaegam, North Korea",earthquake,8.3,2,0.181,4,reviewed,us,us
2017-09-24T20:36:23.201Z,51.6336,-178.4213,12,3.5,ml,,,,0.51,ak,ak16894458,2017-09-29T20:37:47.746Z,"33km SW of Tanaga Volcano, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-09-25T08:44:42.460Z,46.8486,-112.5238,10.68,3.5,ml,,69,0.066,0.39,us,us2000au7c,2017-09-25T15:25:37.718Z,"16km SE of Lincoln, Montana",earthquake,3.9,5.8,0.048,56,reviewed,us,us
2017-09-28T01:43:23.590Z,47.8948,-1.5206,7.47,3.5,ml,,120,2.544,0.75,us,us2000avqf,2017-09-29T22:46:37.914Z,"2km ENE of Tresboeuf, France",earthquake,9.3,8.3,0.148,6,reviewed,us,us
2017-09-30T20:33:47.030Z,17.7855,-68.5125,35,3.5,ml,,123,1.37,1.2,us,us2000ax9h,2017-09-30T21:50:16.040Z,"66km S of Boca de Yuma, Dominican Republic",earthquake,3.8,2,0.148,6,reviewed,us,us
2017-09-13T22:21:27.040Z,32.8438333,-115.6158333,15.23,3.47,ml,87,51,0.07386,0.3,ci,ci37762367,2017-09-19T07:47:06.641Z,"4km W of Imperial, CA",earthquake,0.19,0.3,0.143,246,reviewed,ci,ci
2017-09-03T00:41:24.710Z,42.6233333,-111.455,3.18,3.46,ml,14,85,0.2975,0.25,uu,uu60012969,2017-09-06T21:58:07.570Z,"12km ESE of Soda Springs, Idaho",earthquake,0.63,6.21,0.193,7,reviewed,uu,uu
2017-09-01T08:57:09.970Z,19.5005,-65.1106,65,3.43,md,9,288,1.4375,0.39,pr,pr2017244003,2017-09-21T13:14:58.040Z,"133km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,6.79,18.88,0.08,5,reviewed,pr,pr
2017-09-06T07:54:27.300Z,42.5971667,-111.4318333,5.99,3.43,ml,16,85,0.2966,0.18,uu,uu60236407,2017-09-29T19:52:01.240Z,"15km ESE of Soda Springs, Idaho",earthquake,0.65,31.61,0.214,6,reviewed,uu,uu
2017-09-14T02:53:01.000Z,42.5223333,-111.4268333,7.86,3.43,ml,24,56,0.06178,0.16,uu,uu60245162,2017-09-25T22:06:47.080Z,"20km SE of Soda Springs, Idaho",earthquake,0.33,0.47,0.171,4,reviewed,uu,uu
2017-09-15T19:58:21.670Z,19.1915,-64.6295,40,3.43,md,10,341,1.5335,0.32,pr,pr2017258005,2017-09-16T17:54:50.040Z,"80km N of Road Town, British Virgin Islands",earthquake,3.67,20.07,0.33,8,reviewed,pr,pr
2017-09-04T23:54:46.270Z,18.744,-64.2743,25,3.41,md,12,329,1.4325,0.45,pr,pr2017247009,2017-09-06T02:06:53.040Z,"58km NE of Road Town, British Virgin Islands",earthquake,4.45,27.48,0.18,5,reviewed,pr,pr
2017-09-11T08:26:22.390Z,19.4726,-67.9758,83,3.41,md,6,291,1.0409,0.44,pr,pr2017254000,2017-09-11T13:56:54.040Z,"123km NNE of Punta Cana, Dominican Republic",earthquake,8.9,12.27,0.2,5,reviewed,pr,pr
2017-09-01T12:03:45.883Z,40.8043,-115.9689,5.8,3.4,ml,12,135.91,0.303,0.2118,nn,nn00603094,2017-09-03T00:33:11.453Z,"15km NE of Carlin, Nevada",earthquake,,4.7,0.3,8,reviewed,nn,nn
2017-09-02T04:27:32.380Z,59.7689,-136.5313,10,3.4,ml,,83,0.414,0.68,us,us2000ae22,2017-09-29T04:02:49.040Z,"76km WNW of Skagway, Alaska",earthquake,1.7,1.7,0.038,91,reviewed,us,us
2017-09-03T00:07:14.730Z,42.6868333,-111.4101667,0.95,3.4,ml,14,90,0.2414,0.24,uu,uu60229182,2017-09-29T19:49:22.460Z,"16km ENE of Soda Springs, Idaho",earthquake,0.66,3.64,0.127,9,reviewed,uu,uu
2017-09-03T00:16:37.720Z,42.5914,-111.4176,6.34,3.4,ml,,63,0.291,0.79,us,us2000ag6i,2017-09-13T00:23:06.040Z,"16km ESE of Soda Springs, Idaho",earthquake,3,5.8,0.069,28,reviewed,us,us
2017-09-03T00:25:00.320Z,42.608,-111.4306,9.38,3.4,ml,,56,0.289,0.69,us,us2000ael1,2017-09-14T23:50:16.776Z,"15km ESE of Soda Springs, Idaho",earthquake,3.1,11.3,0.049,54,reviewed,us,us
2017-09-03T00:50:56.290Z,42.639,-111.4398,5,3.4,ml,,132,0.28,0.41,us,us2000al10,2017-09-30T05:52:55.040Z,"13km E of Soda Springs, Idaho",earthquake,1.6,1.4,0.091,16,reviewed,us,us
2017-09-04T06:55:29.030Z,42.5656,-111.3757,5,3.4,ml,,49,0.284,0.94,us,us2000affn,2017-09-29T19:50:21.940Z,"21km ESE of Soda Springs, Idaho",earthquake,4.1,2,0.04,84,reviewed,us,us
2017-09-04T10:49:02.954Z,40.7651,-115.9973,2.1,3.4,ml,24,113.75,0.304,0.206,nn,nn00603500,2017-09-06T17:46:00.785Z,"10km ENE of Carlin, Nevada",earthquake,,2.7,0.34,10,reviewed,nn,nn
2017-09-05T02:28:31.860Z,42.6085,-111.5309,5,3.4,ml,,81,0.354,0.23,us,us2000afu4,2017-09-05T13:43:19.040Z,"7km SE of Soda Springs, Idaho",earthquake,2.5,2,0.035,110,reviewed,us,us
2017-09-06T04:13:52.271Z,51.7109,-166.1575,7.1,3.4,ml,,,,0.44,ak,ak16774403,2017-09-12T17:03:45.956Z,"229km SE of Nikolski, Alaska",earthquake,,4.2,,,reviewed,ak,ak
2017-09-09T05:35:59.040Z,52.2353,-170.4837,39,3.4,ml,,,,0.86,us,us2000alzw,2017-09-28T05:29:17.040Z,"46km SSE of Yunaska Island, Alaska",earthquake,8.1,10.1,0.128,8,reviewed,ak,us
2017-09-10T00:46:29.660Z,44.2638,-129.3034,10,3.4,ml,,243,3.825,0.79,us,us2000aj3t,2017-09-10T01:26:05.040Z,"Off the coast of Oregon",earthquake,12.5,2,0.066,30,reviewed,us,us
2017-09-10T12:35:45.740Z,52.4554,-169.4897,37.93,3.4,ml,,214,0.361,0.75,us,us2000ajm3,2017-09-23T10:24:57.040Z,"68km SW of Nikolski, Alaska",earthquake,9.8,41.8,0.148,6,reviewed,us,us
2017-09-10T14:47:42.840Z,42.5625,-111.4185,9.41,3.4,ml,,71,0.033,0.35,us,us2000ajge,2017-09-14T00:05:04.282Z,"18km SE of Soda Springs, Idaho",earthquake,1.1,2.7,0.045,66,reviewed,us,us
2017-09-10T16:29:36.520Z,52.5377,-173.3264,96.17,3.4,mb,,156,0.483,0.72,us,us2000ajn8,2017-09-21T17:23:41.335Z,"70km ENE of Atka, Alaska",earthquake,13.7,12.4,0.142,12,reviewed,us,us
2017-09-11T08:02:00.134Z,52.5632,-169.5449,40.2,3.4,ml,,,,0.58,ak,ak16809711,2017-09-21T20:35:54.829Z,"61km SW of Nikolski, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-09-11T14:05:30.330Z,42.5438,-111.4143,7.19,3.4,ml,,107,0.049,0.34,us,us2000ak5e,2017-09-13T23:31:21.620Z,"19km SE of Soda Springs, Idaho",earthquake,0.9,1.4,0.069,28,reviewed,us,us
2017-09-11T23:57:03.950Z,52.772,-173.0579,207.41,3.4,ml,,165,0.742,0.44,us,us2000amy6,2017-09-21T20:36:01.811Z,"100km NE of Atka, Alaska",earthquake,12.1,15.7,0.148,6,reviewed,us,us
2017-09-12T07:31:53.110Z,52.1151,-169.335,36.52,3.4,ml,,217,0.713,0.85,us,us2000aq5j,2017-09-24T13:30:14.040Z,"96km SSW of Nikolski, Alaska",earthquake,5.1,56.8,0.128,8,reviewed,us,us
2017-09-13T07:22:46.858Z,61.6459,-145.5871,24.8,3.4,ml,,,,0.94,ak,ak16822251,2017-09-13T15:25:18.496Z,"51km S of Glennallen, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-09-14T16:25:15.703Z,53.4109,-165.9733,37.9,3.4,ml,,,,0.39,ak,ak16826109,2017-09-22T17:46:31.240Z,"63km SE of Unalaska, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-09-15T23:49:12.423Z,56.0051,-156.9613,45.4,3.4,ml,,,,0.53,ak,ak16830848,2017-09-22T19:34:38.735Z,"86km WNW of Chirikof Island, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-09-19T10:52:26.973Z,56.0595,-148.7971,12,3.4,ml,,,,0.73,ak,ak16855501,2017-09-22T22:46:31.475Z,"292km SE of Kodiak, Alaska",earthquake,,3.2,,,reviewed,ak,ak
2017-09-21T18:21:55.237Z,62.0747,-151.3313,82.5,3.4,ml,,,,0.62,ak,ak16875470,2017-09-26T19:53:42.785Z,"69km WSW of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-09-22T17:03:30.694Z,62.8041,-148.7965,16.1,3.4,ml,,,,0.77,ak,ak16877641,2017-09-28T17:35:11.486Z,"65km S of Cantwell, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-09-26T08:40:06.305Z,38.3653,-118.8949,6.5,3.4,ml,52,48.01,0.137,0.2011,nn,nn00607053,2017-09-30T23:23:42.569Z,"29km SW of Hawthorne, Nevada",earthquake,,2.3,0.24,20,reviewed,nn,nn
2017-09-28T01:41:56.490Z,9.972,-83.8862,12.77,3.4,ml,,74,0.121,0.59,us,us2000avq4,2017-09-28T21:04:39.700Z,"8km N of Cot, Costa Rica",earthquake,1.5,2.7,0.065,31,reviewed,us,us
2017-09-04T22:47:04.820Z,18.1851,-64.0586,87,3.39,md,3,353,1.4965,0.25,pr,pr2017247008,2017-09-05T01:39:42.352Z,"64km ESE of Road Town, British Virgin Islands",earthquake,11.48,13.8,0.23,3,reviewed,pr,pr
2017-09-16T09:45:50.630Z,33.1696667,-115.6161667,8.65,3.37,ml,62,84,0.007795,0.24,ci,ci37764391,2017-09-20T18:49:31.166Z,"11km WNW of Calipatria, CA",earthquake,0.22,0.65,0.14,256,reviewed,ci,ci
2017-09-24T04:38:44.130Z,38.615,-112.056,7.09,3.34,ml,29,51,0.1654,0.24,uu,uu60249087,2017-09-28T16:13:47.357Z,"6km ESE of Monroe, Utah",earthquake,0.43,1.11,0.153,23,reviewed,uu,uu
2017-09-29T06:05:30.490Z,37.5055,-118.8355,1.65,3.34,ml,46,67,0.08453,0.06,nc,nc72901146,2017-09-30T21:25:42.108Z,"20km SE of Mammoth Lakes, California",earthquake,0.17,0.56,0.252,26,reviewed,nc,nc
2017-09-30T20:33:37.320Z,19.2103329,-155.477005,36.36,3.34,ml,62,88,0.04317,0.32,hv,hv61927906,2017-09-30T23:00:14.040Z,"0km NNE of Pahala, Hawaii",earthquake,0.71,0.98,0.27,40,automatic,hv,hv
2017-09-14T13:54:52.070Z,17.9023,-68.3985,89,3.32,md,10,331,1.0381,0.25,pr,pr2017257002,2017-09-14T15:22:00.040Z,"48km SSE of Boca de Yuma, Dominican Republic",earthquake,2.9,3.33,0.21,2,reviewed,pr,pr
2017-09-23T09:00:19.710Z,40.3483333,-127.0845,11.62,3.32,ml,22,305,2.101,0.38,nc,nc72897301,2017-09-27T03:02:02.663Z,"240km W of Ferndale, California",earthquake,4.19,31.61,0.206,9,reviewed,nc,nc
2017-09-06T11:40:45.060Z,19.7698333,-155.2545,29.713,3.31,ml,68,105,0.1767,0.14,hv,hv61898666,2017-09-28T12:15:10.040Z,"16km WSW of Pepeekeo, Hawaii",earthquake,0.42,0.83,0.174,43,reviewed,hv,hv
2017-09-15T09:35:58.660Z,18.1111,-67.9741,53,3.31,md,13,321,0.5654,0.41,pr,pr2017258001,2017-09-15T09:58:51.504Z,"69km SE of Punta Cana, Dominican Republic",earthquake,2.59,3.41,0.19,11,reviewed,pr,pr
2017-09-01T12:07:01.193Z,51.4994,-174.0694,37.5,3.3,ml,,,,0.53,ak,ak16750365,2017-09-20T00:21:03.164Z,"78km S of Atka, Alaska",earthquake,,5,,,reviewed,ak,ak
2017-09-03T04:14:36.160Z,42.6305,-111.4784,11.85,3.3,ml,,55,0.309,0.69,us,us2000al3b,2017-09-27T01:49:44.939Z,"10km ESE of Soda Springs, Idaho",earthquake,1.7,11,0.046,62,reviewed,us,us
2017-09-03T04:17:19.970Z,42.6189,-111.4711,5.53,3.3,ml,,40,0.31,0.59,us,us2000aet7,2017-09-27T02:29:45.147Z,"11km ESE of Soda Springs, Idaho",earthquake,2,6,0.039,86,reviewed,us,us
2017-09-03T04:22:00.640Z,42.6514,-111.4717,6.19,3.3,ml,,35,0.296,1.2,us,us2000aet9,2017-09-29T19:49:37.130Z,"10km E of Soda Springs, Idaho",earthquake,2.6,6.2,0.04,82,reviewed,us,us
2017-09-03T15:47:52.340Z,42.5664,-111.4672,7.67,3.3,mwr,,142,0.335,0.33,us,us2000af4q,2017-09-29T19:50:03.170Z,"14km SE of Soda Springs, Idaho",earthquake,2.3,6.6,0.055,32,reviewed,us,us
2017-09-03T18:36:47.870Z,42.6088,-111.4202,5,3.3,ml,,47,0.283,0.73,us,us2000af80,2017-09-29T19:50:10.240Z,"15km ESE of Soda Springs, Idaho",earthquake,2.3,1.9,0.045,64,reviewed,us,us
2017-09-04T02:11:25.914Z,61.0833,-151.3795,66.7,3.3,ml,,,,0.7,ak,ak16759051,2017-09-20T05:30:33.040Z,"44km N of Nikiski, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-09-04T06:52:34.890Z,42.6068,-111.4734,5,3.3,ml,,28,0.317,1.14,us,us2000affl,2017-09-29T19:50:20.140Z,"11km ESE of Soda Springs, Idaho",earthquake,2.4,2,0.036,102,reviewed,us,us
2017-09-04T22:55:48.020Z,42.6089,-111.4995,5,3.3,ml,,143,0.333,0.79,us,us2000afpu,2017-09-29T19:50:42.960Z,"9km ESE of Soda Springs, Idaho",earthquake,2,1.9,0.053,46,reviewed,us,us
2017-09-06T03:55:40.880Z,42.6006,-111.4678,4.48,3.3,ml,,139,0.317,0.28,us,us2000agid,2017-09-19T19:15:11.350Z,"12km ESE of Soda Springs, Idaho",earthquake,2.4,2.2,0.036,102,reviewed,us,us
2017-09-09T08:04:58.530Z,42.5842,-111.427,7.06,3.3,ml,,76,0.018,0.35,us,us2000aiq2,2017-09-28T06:39:39.218Z,"16km ESE of Soda Springs, Idaho",earthquake,1.3,1.5,0.062,34,reviewed,us,us
2017-09-09T08:23:50.400Z,42.5799,-111.4221,5.91,3.3,ml,,107,0.022,0.22,us,us2000akd5,2017-09-28T06:50:35.373Z,"17km ESE of Soda Springs, Idaho",earthquake,1.1,1.3,0.105,12,reviewed,us,us
2017-09-09T08:30:22.720Z,42.6108,-111.4585,6.88,3.3,ml,,86,0.026,0.34,us,us2000ampk,2017-09-28T06:57:26.040Z,"12km ESE of Soda Springs, Idaho",earthquake,1.3,1.2,0.074,24,reviewed,us,us
2017-09-09T23:34:49.970Z,44.3806,-129.1266,10,3.3,ml,,261,3.713,1.31,us,us2000aj36,2017-09-10T00:18:15.177Z,"Off the coast of Oregon",earthquake,12.7,2,0.066,30,reviewed,us,us
2017-09-10T00:42:39.210Z,44.4754,-129.066,10,3.3,ml,,256,3.684,0.55,us,us2000aj3m,2017-09-11T04:56:41.667Z,"Off the coast of Oregon",earthquake,11.5,2,0.055,44,reviewed,us,us
2017-09-10T07:13:56.400Z,35.9918,-96.804,5.961,3.3,ml,,87,,0.19,us,us2000aj7m,2017-09-30T12:21:31.585Z,"3km WNW of Cushing, Oklahoma",earthquake,0.9,1,,,reviewed,tul,tul
2017-09-10T09:32:47.489Z,62.993,-150.9107,122.8,3.3,ml,,,,0.54,ak,ak16797519,2017-09-22T13:03:01.040Z,"85km NNW of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-09-10T20:32:15.460Z,42.5436,-111.4239,5,3.3,ml,,68,0.046,0.35,us,us2000ajms,2017-09-13T23:41:00.040Z,"19km SE of Soda Springs, Idaho",earthquake,0.7,1.5,0.049,54,reviewed,us,us
2017-09-10T22:17:01.360Z,42.5959,-111.4511,5,3.3,ml,,62,0.047,0.85,us,us2000ajq9,2017-09-11T09:57:34.344Z,"14km ESE of Soda Springs, Idaho",earthquake,1.7,2,0.036,100,reviewed,us,us
2017-09-11T23:44:42.210Z,51.8595,178.0407,146.7,3.3,ml,,170,0.304,0.55,us,us2000amy5,2017-09-21T20:36:01.387Z,"33km WSW of Little Sitkin Island, Alaska",earthquake,7.1,5.9,0.148,6,reviewed,us,us
2017-09-14T03:40:30.180Z,36.2854,-97.5112,3.99,3.3,mb_lg,,21,0.213,0.27,us,us2000am3s,2017-09-17T22:00:05.931Z,"20km W of Perry, Oklahoma",earthquake,3.9,8,0.046,124,reviewed,us,us
2017-09-14T19:25:23.986Z,52.3919,-162.9114,7.2,3.3,ml,,,,0.42,ak,ak16826593,2017-09-22T17:46:32.634Z,"272km SE of Akutan, Alaska",earthquake,,4.3,,,reviewed,ak,ak
2017-09-15T10:23:32.430Z,18.7165,-65.039,49,3.3,md,7,336,0.9307,0.39,pr,pr2017258002,2017-09-15T11:49:54.360Z,"43km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.73,8.38,0.15,6,reviewed,pr,pr
2017-09-24T06:30:48.623Z,50.4387,-173.3164,10,3.3,ml,,,,0.59,ak,ak16935377,2017-09-29T20:34:41.597Z,"205km SSE of Atka, Alaska",earthquake,,0,,,reviewed,ak,ak
2017-09-28T21:33:48.280Z,39.9063,19.9413,10.29,3.3,ml,,117,0.657,0.55,us,us2000aw7x,2017-09-30T05:38:03.124Z,"6km WNW of Sarande, Albania",earthquake,3.2,8.4,0.148,6,reviewed,us,us
2017-09-14T17:32:17.330Z,37.4116667,-121.8135,-0.21,3.28,mw,164,29,0.03728,0.24,nc,nc72892241,2017-09-19T06:36:58.369Z,"3km N of East Foothills, California",earthquake,0.1,0.27,,4,reviewed,nc,nc
2017-09-15T01:17:47.780Z,37.414,-121.8056667,-0.21,3.28,mw,150,29,0.03653,0.18,nc,nc72892486,2017-09-21T04:22:50.389Z,"3km NNE of East Foothills, California",earthquake,0.1,0.42,,3,reviewed,nc,nc
2017-09-18T17:21:18.460Z,40.7008333,-111.6091667,10.96,3.28,ml,52,32,0.09293,0.2,uu,uu60247422,2017-09-25T11:52:11.164Z,"4km S of Summit Park, Utah",earthquake,0.27,0.43,0.139,22,reviewed,uu,uu
2017-09-23T03:26:08.410Z,40.4711667,-127.014,11.62,3.28,ml,11,335,2.042,0.21,nc,nc72897161,2017-09-27T02:32:02.584Z,"233km W of Ferndale, California",earthquake,4.99,31.61,0.229,7,reviewed,nc,nc
2017-09-01T04:26:55.160Z,18.0868,-67.8673,113,3.27,md,9,313,0.4891,0.38,pr,pr2017244001,2017-09-21T03:37:02.040Z,"73km WSW of Stella, Puerto Rico",earthquake,4.76,1.97,0.07,8,reviewed,pr,pr
2017-09-13T21:59:42.500Z,33.9753333,-116.276,3.91,3.26,ml,116,36,0.09874,0.15,ci,ci37762351,2017-09-14T23:51:54.736Z,"18km S of Joshua Tree, CA",earthquake,0.09,0.36,0.136,287,reviewed,ci,ci
2017-09-06T17:31:44.030Z,19.3725,-67.2736,11,3.25,md,10,300,0.9195,0.19,pr,pr2017249000,2017-09-06T23:02:13.040Z,"86km N of San Antonio, Puerto Rico",earthquake,4.61,6.45,0.19,9,reviewed,pr,pr
2017-09-26T18:21:37.970Z,19.2908333,-155.231,8.96,3.25,ml,53,87,0.01128,0.09,hv,hv61922336,2017-09-30T20:58:10.776Z,"15km S of Volcano, Hawaii",earthquake,0.29,0.3,0.158,30,reviewed,hv,hv
2017-09-10T18:52:01.610Z,19.2021,-65.0411,48,3.24,md,7,334,1.2372,0.18,pr,pr2017253004,2017-09-13T16:04:05.040Z,"86km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.92,11.21,0.18,4,reviewed,pr,pr
2017-09-15T11:12:56.550Z,35.0328333,-119.3031667,11.48,3.23,ml,69,52,0.1293,0.31,ci,ci37763407,2017-09-16T00:40:14.432Z,"9km ESE of Maricopa, CA",earthquake,0.26,0.9,0.172,296,reviewed,ci,ci
2017-09-28T14:53:34.710Z,40.1378333,-127.1635,15.62,3.21,ml,11,338,2.187,0.25,nc,nc72900571,2017-09-29T04:53:01.647Z,"251km W of Ferndale, California",earthquake,5.88,31.61,0.194,11,reviewed,nc,nc
2017-09-03T00:07:14.510Z,42.6644,-111.4019,9.45,3.2,ml,,81,0.244,0.36,us,us2000aeks,2017-09-14T23:25:39.040Z,"16km E of Soda Springs, Idaho",earthquake,2.5,11.1,0.049,54,reviewed,us,us
2017-09-03T00:32:11.740Z,42.5366,-111.4589,11.16,3.2,ml,,107,0.349,0.73,us,us2000aemp,2017-09-15T04:08:18.040Z,"17km SE of Soda Springs, Idaho",earthquake,2.2,10.9,0.061,35,reviewed,us,us
2017-09-03T00:44:39.730Z,42.6405,-111.4491,5,3.2,ml,,47,0.285,0.68,us,us2000aelu,2017-09-06T22:29:27.780Z,"12km E of Soda Springs, Idaho",earthquake,1.6,1.9,0.052,48,reviewed,us,us
2017-09-03T02:14:12.780Z,42.6578,-111.4601,5,3.2,ml,,65,0.286,0.74,us,us2000aep9,2017-09-22T22:42:45.058Z,"11km E of Soda Springs, Idaho",earthquake,1.6,1.8,0.051,50,reviewed,us,us
2017-09-03T02:16:04.320Z,42.6621,-111.4799,7.6,3.2,ml,,48,0.298,0.82,us,us2000aepa,2017-09-22T23:13:23.040Z,"10km E of Soda Springs, Idaho",earthquake,2,6,0.048,58,reviewed,us,us
2017-09-03T17:53:35.266Z,51.1482,179.7097,18.1,3.2,ml,,,,0.3,ak,ak16756141,2017-09-10T20:26:05.775Z,"83km W of Amatignak Island, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-09-03T21:10:16.960Z,42.6812,-111.4909,5,3.2,ml,,66,0.826,0.52,us,us2000af9l,2017-09-29T19:50:11.960Z,"9km ENE of Soda Springs, Idaho",earthquake,4.2,1.1,0.036,100,reviewed,us,us
2017-09-04T00:36:33.670Z,42.5683,-111.4349,5.21,3.2,ml,,26,0.315,0.72,us,us2000afc3,2017-09-29T19:50:15.420Z,"16km SE of Soda Springs, Idaho",earthquake,3.5,7.3,0.039,86,reviewed,us,us
2017-09-04T07:34:51.100Z,42.6427,-111.4197,5,3.2,ml,,31,0.265,1.02,us,us2000afgd,2017-09-08T23:00:22.240Z,"15km E of Soda Springs, Idaho",earthquake,2,2,0.039,86,reviewed,us,us
2017-09-04T22:51:26.950Z,42.5953,-111.4474,5,3.2,ml,,136,0.307,0.46,us,us2000afpq,2017-09-29T19:50:41.190Z,"14km ESE of Soda Springs, Idaho",earthquake,1.3,1.8,0.038,90,reviewed,us,us
2017-09-05T09:47:11.190Z,42.5984,-111.4196,5,3.2,ml,,35,0.288,1.15,us,us2000ag0e,2017-09-29T19:51:06.770Z,"16km ESE of Soda Springs, Idaho",earthquake,1.7,2,0.038,92,reviewed,us,us
2017-09-06T02:22:10.180Z,42.5751,-111.4053,6.12,3.2,ml,,131,0.294,0.51,us,us2000aghb,2017-09-29T19:51:44.160Z,"18km ESE of Soda Springs, Idaho",earthquake,1.6,5.7,0.039,86,reviewed,us,us
2017-09-06T03:48:09.800Z,42.5795,-111.4488,5.49,3.2,ml,,135,0.317,0.57,us,us2000agi9,2017-09-29T19:51:47.640Z,"15km ESE of Soda Springs, Idaho",earthquake,1.8,6.1,0.04,84,reviewed,us,us
2017-09-06T11:41:46.510Z,42.5927,-111.4481,5,3.2,ml,,136,0.309,0.24,us,us2000agt2,2017-09-29T19:52:13.290Z,"14km ESE of Soda Springs, Idaho",earthquake,2.1,1.9,0.045,66,reviewed,us,us
2017-09-06T13:39:56.200Z,46.9814,-112.7977,19.87,3.2,ml,,121,0.101,0.33,us,us2000aguu,2017-09-23T11:40:19.838Z,"9km WNW of Lincoln, Montana",earthquake,7.9,5.8,0.091,16,reviewed,us,us
2017-09-06T16:35:14.800Z,42.56,-111.4308,9.69,3.2,ml,,118,0.318,0.6,us,us2000agyp,2017-09-17T23:42:41.040Z,"17km SE of Soda Springs, Idaho",earthquake,1.5,11.1,0.04,82,reviewed,us,us
2017-09-07T15:42:09.066Z,53.4421,-165.8016,39.6,3.2,ml,,,,0.38,ak,ak16776462,2017-09-20T19:57:24.496Z,"68km SE of Unalaska, Alaska",earthquake,,1,,,reviewed,ak,ak
2017-09-07T16:59:23.354Z,50.178,-179.9771,33.2,3.2,ml,,,,0.54,ak,ak16776695,2017-09-20T19:57:25.391Z,"135km SSW of Amatignak Island, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2017-09-08T07:24:07.301Z,66.2631,-135.611,33.8,3.2,ml,,,,0.58,ak,ak16778144,2017-09-13T00:09:54.829Z,"134km SSW of Fort McPherson, Canada",earthquake,,0.1,,,reviewed,ak,ak
2017-09-08T07:31:18.650Z,42.6598,-111.446,6.58,3.2,ml,,95,0.019,0.29,us,us2000ahy5,2017-09-27T11:58:22.040Z,"13km E of Soda Springs, Idaho",earthquake,1.2,4.5,0.062,34,reviewed,us,us
2017-09-08T07:51:09.370Z,42.5653,-111.4101,6.35,3.2,ml,,59,0.036,0.22,us,us2000ahyf,2017-09-27T12:20:49.744Z,"18km ESE of Soda Springs, Idaho",earthquake,1.5,5.2,0.038,90,reviewed,us,us
2017-09-10T20:07:14.020Z,42.5453,-111.42,7.37,3.2,ml,,71,0.046,0.27,us,us2000ajlx,2017-09-15T19:20:29.060Z,"19km SE of Soda Springs, Idaho",earthquake,0.8,1.3,0.059,38,reviewed,us,us
2017-09-11T00:12:32.720Z,42.563,-111.4151,8,3.2,ml,,72,0.035,0.21,us,us2000ajs1,2017-09-17T02:46:31.040Z,"18km ESE of Soda Springs, Idaho",earthquake,1.2,1.7,0.035,110,reviewed,us,us
2017-09-11T16:16:31.940Z,42.5774,-111.4221,8.61,3.2,ml,,58,0.023,0.49,us,us2000ak62,2017-09-12T21:57:17.812Z,"17km ESE of Soda Springs, Idaho",earthquake,1.5,10.2,0.047,59,reviewed,us,us
2017-09-11T20:12:43.887Z,63.145,-150.115,108.2,3.2,ml,,,,0.54,ak,ak16818278,2017-09-21T20:35:59.469Z,"64km WSW of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-09-13T17:33:10.930Z,37.4728333,-80.703,17.77,3.2,md,20,48,0.3449,0.16,se,se60179327,2017-09-29T12:58:44.790Z,"14km NNE of Pearisburg, Virginia",earthquake,0.32,0.77,0.19,23,reviewed,se,se
